image_id,type,condition,method,ground_truth,extracted_text,processing_time,cer,wer
printed_028_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4634,0.0,0.0
printed_028_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.31,0.0,0.0
printed_028_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.5966,0.0164,0.125
printed_028_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3788,0.0,0.0
printed_028_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk: membandingkan performa metode OCR.,0.4551,0.0328,0.25
printed_028_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,untuk membandingkan Sistem ini digunakan metode performa OCR,2.4255,0.6721,0.75
printed_028_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3405,0.0,0.0
printed_029_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Geen mqpnen ets ememege patos,0.3948,0.7377,1.0
printed_029_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,n,2.2864,0.9836,1.0
printed_029_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sestem ini dgunakan untukmembandingkan pertorm metode OCR,0.4793,0.0984,0.75
printed_029_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa. metode OCR.,0.5269,0.0164,0.125
printed_029_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.6138,0.0164,0.125
printed_029_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5846,0.0,0.0
printed_029_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3952,0.0,0.0
printed_029_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.2727,0.0164,0.125
printed_029_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3653,0.0,0.0
printed_029_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,“Sistem ini cigunakan untuk membandingkan performa metode OCR.,0.5156,0.0328,0.25
printed_029_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,membandingkan performa untuk Sistem inı OCR digunakan metode,2.4681,0.7213,1.0
printed_029_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,0.4757,0.0164,0.125
printed_030_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem imi digunakan untuk membandingkan performa metode OCR.,0.3784,0.0164,0.125
printed_030_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini dicunakan untuk membandinckan pertorma mclode OCR,2.3411,0.0984,0.625
printed_030_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,0.5431,0.0164,0.125
printed_030_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4036,0.0,0.0
printed_030_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.3313,0.0164,0.125
printed_030_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4038,0.0,0.0
printed_030_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4495,0.0,0.0
printed_030_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.3976,0.0164,0.125
printed_030_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5895,0.0,0.0
printed_030_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4418,0.0,0.0
printed_030_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,ini Ldigunakan untuk membandingkan Sistem OCR performa metode,2.5487,0.3934,0.625
printed_030_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3352,0.0,0.0
printed_031_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Satam ini digunakan untuk membandingkan performa metoda OCR,0.4602,0.082,0.375
printed_031_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sttominidunon natadoOca,2.2843,0.7377,1.0
printed_031_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.4824,0.0164,0.25
printed_031_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.37,0.0,0.0
printed_031_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR-,2.5181,0.0164,0.125
printed_031_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeOcR.,0.5038,0.0328,0.25
printed_031_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4936,0.0,0.0
printed_031_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.568,0.0,0.0
printed_031_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4604,0.0,0.0
printed_031_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4047,0.0,0.0
printed_031_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,ini digunakan membandingkan Sistem metode OCR. performa untuk,2.3921,0.5738,0.625
printed_031_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.3374,0.0164,0.25
printed_032_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4228,0.0,0.0
printed_032_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,ststen Intraigunakan untuk nenbandingkan pertorna Derode OCR .,2.8094,0.2295,1.0
printed_032_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR-,0.6474,0.0656,0.25
printed_032_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5259,0.0,0.0
printed_032_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR _,2.7253,0.0328,0.25
printed_032_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.5964,0.0492,0.25
printed_032_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3966,0.0,0.0
printed_032_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.6089,0.0164,0.125
printed_032_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.5924,0.0492,0.25
printed_032_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,kan untuk membandingkan performa sistem ini diguna metode OCR-,0.3807,0.5902,0.875
printed_032_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,tuk membandingkan ini di -gunakan un Sistem metode OCR performa,2.5296,0.7049,1.0
printed_032_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.4857,0.0492,0.25
printed_033_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3942,0.0,0.0
printed_033_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,ststen Intraigunakan untuk nerbandingkan pertorna necode OCR .,2.9087,0.2295,1.0
printed_033_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metodeocR-,0.456,0.082,0.375
printed_033_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5973,0.0,0.0
printed_033_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR _,2.7951,0.0328,0.25
printed_033_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.5834,0.0492,0.25
printed_033_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4998,0.0,0.0
printed_033_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.725,0.0164,0.125
printed_033_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.6621,0.0492,0.25
printed_033_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metode OCR-,0.6307,0.0328,0.25
printed_033_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,untuk membandingkan Sistem ini di metode OCR. performa gunakan,2.5877,0.7541,0.875
printed_033_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode ocR.,0.4631,0.0328,0.125
printed_034_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5521,0.0,0.0
printed_034_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,910r25 Ani Qiqunoun Unrur Eerdandingran Per{or roae OCr :,2.8042,0.4918,1.125
printed_034_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metodeocR.,0.6488,0.0656,0.375
printed_034_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.367,0.0,0.0
printed_034_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metode OCR,2.5468,0.0328,0.25
printed_034_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.565,0.0492,0.25
printed_034_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.391,0.0,0.0
printed_034_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metode OCR,2.6713,0.0328,0.25
printed_034_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode ocR.,0.6789,0.0328,0.125
printed_034_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metode OCR-,0.6008,0.0328,0.25
printed_034_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,ngkan digunakan untuk Sistem OCR . performa Inempandi ini mecode,2.8029,0.6393,1.0
printed_034_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metodeocR.,0.4895,0.0656,0.375
printed_035_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4338,0.0,0.0
printed_035_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem Inl diqunakan untuk membandingkan portorma metodo OCR,2.6231,0.1148,0.625
printed_035_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakanuntuk membandingkan performa metodeOCR.,0.4393,0.0328,0.5
printed_035_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4507,0.0,0.0
printed_035_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.4002,0.0,0.0
printed_035_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4536,0.0,0.0
printed_035_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4905,0.0,0.0
printed_035_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.5208,0.0,0.0
printed_035_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untukmembandingkan performa metodeOCR.,0.5545,0.0328,0.5
printed_035_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3906,0.0,0.0
printed_035_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan metode OCR_ performa,2.2881,0.3115,0.5
printed_035_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4764,0.0,0.0
printed_036_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4615,0.0,0.0
printed_036_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistcm ini digunakap unluk mcmbandinekap perlorn nclode oCK,2.5301,0.2623,0.875
printed_036_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4206,0.0,0.0
printed_036_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4404,0.0,0.0
printed_036_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.7007,0.0,0.0
printed_036_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5326,0.0,0.0
printed_036_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4894,0.0,0.0
printed_036_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.6887,0.0,0.0
printed_036_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4735,0.0,0.0
printed_036_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,k membandingkan performa Sistem ini digunakan untu metode OCR.,0.526,0.623,0.75
printed_036_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,untuk membandingkan Sistem ini digunakan metode OCR. performa,2.3583,0.7541,0.75
printed_036_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4696,0.0,0.0
printed_037_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,ee ee 5...,0.4442,0.8852,1.0
printed_037_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,,2.3656,1.0,1.0
printed_037_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sastem ini digunakan nnak mebandingkan perform,0.6932,0.2951,0.75
printed_037_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3238,0.0,0.0
printed_037_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR _,2.2663,0.0328,0.25
printed_037_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3383,0.0,0.0
printed_037_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3599,0.0,0.0
printed_037_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.3105,0.0164,0.125
printed_037_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,metode OCR.,0.3054,0.8197,0.75
printed_037_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,,0.3308,1.0,1.0
printed_037_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,digunakan tnnuık membandingkan Sısten metode pertorma OCR,2.6556,0.5246,0.75
printed_037_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,0.4262,0.0164,0.125
printed_038_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3827,0.0,0.0
printed_038_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem Inl diqunakan untuk membandingkan portorma metodo OCR,2.4753,0.1148,0.625
printed_038_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.498,0.0164,0.25
printed_038_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4056,0.0,0.0
printed_038_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.3866,0.0,0.0
printed_038_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3913,0.0,0.0
printed_038_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3938,0.0,0.0
printed_038_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.6504,0.0,0.0
printed_038_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.5498,0.0164,0.25
printed_038_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Kk membandingkan performa Sistem ini digunakan untu! metode OCR.,0.4307,0.623,0.75
printed_038_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan membandingkan metode OCR. performa untuk,2.3233,0.4426,0.5
printed_038_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4854,0.0,0.0
printed_039_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Setter #eunasan Untan membandings an pertorm + motets OCR,0.4595,0.3934,1.125
printed_039_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Latei Oca,2.4508,0.9016,1.0
printed_039_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.3431,0.0164,0.25
printed_039_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.339,0.0,0.0
printed_039_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.5163,0.0,0.0
printed_039_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.465,0.0,0.0
printed_039_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3946,0.0,0.0
printed_039_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.5047,0.0,0.0
printed_039_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4084,0.0,0.0
printed_039_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk membandingkan performa metode OCR.,0.457,0.0164,0.125
printed_039_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,mem ıbandingkan Sistem inı digunakan metode OCR. performa untuk,2.4717,0.7049,0.875
printed_039_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OcR.,0.4005,0.0164,0.125
printed_040_blur,printed,blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,mn Apaan ara oe te,0.5155,0.7705,1.0
printed_040_blur,printed,blur,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,,2.3091,1.0,1.0
printed_040_blur,printed,blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sisem ini digunacanwnkmebandingkam per frm metodeOCR,0.3986,0.2295,0.875
printed_040_dark,printed,dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.459,0.0,0.0
printed_040_dark,printed,dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk 'membandingkan performa metode OCR.,2.3591,0.0164,0.125
printed_040_dark,printed,dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3817,0.0,0.0
printed_040_normal,printed,normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3587,0.0,0.0
printed_040_normal,printed,normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,2.8796,0.0164,0.125
printed_040_normal,printed,normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,0.3503,0.0164,0.125
printed_040_rotated,printed,rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,sistem ini digunakan untuk memb Ui OR metode,0.5211,0.3607,0.625
printed_040_rotated,printed,rotated,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,'membandingkan Sısten ı digunakan metode pcıforma untuk OCR,3.1613,0.6557,1.0
printed_040_rotated,printed,rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,Sistem ini digunakan untuk membandingkan performa metode OCR,0.3482,0.0164,0.125
printed_041_blur,printed,blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5802,0.0,0.0
printed_041_blur,printed,blur,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tanoan memdk variasi bentuk yang lebinn Kompleks,2.4845,0.1525,0.5
printed_041_blur,printed,blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4411,0.0,0.0
printed_041_dark,printed,dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4439,0.0,0.0
printed_041_dark,printed,dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.6281,0.0339,0.25
printed_041_dark,printed,dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5195,0.0,0.0
printed_041_normal,printed,normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3449,0.0,0.0
